amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,online_transaction,international_transaction,merchant_risk_score,card_present,transaction_velocity,account_age_days,fraud
38.87,15,6.56,1.33,1,0,0.042,0,1,30,0
97.15,3,36.39,4.99,1,0,0.402,0,1,912,0
14.22,0,8.43,16.77,1,0,0.26,1,4,1455,0
46.2,13,3.66,20.98,0,1,0.163,1,2,727,0
32.27,16,9.58,1.06,0,0,0.231,0,4,715,0
45.33,17,20.98,11.5,0,1,0.139,1,3,1003,0
14.39,6,7.31,20.06,1,0,0.479,0,2,469,0
6.76,12,26.36,6.15,0,0,0.214,0,0,755,0
4.17,20,10.21,12.34,0,0,0.388,0,2,1395,0
10.83,2,22.17,2.26,0,1,0.368,1,1,993,0
20.93,9,6.48,15.38,1,0,0.028,0,3,1738,0
24.7,22,16.75,7.84,1,1,0.153,1,2,981,0
229.81,4,7.54,7.07,1,0,0.559,1,2,1195,0
100.08,7,13.39,11.87,0,1,0.043,1,1,632,0
12.65,11,60.46,0.81,0,0,0.148,1,0,762,0
46.89,16,11.45,5.18,1,0,0.372,0,2,982,0
22.04,6,4.86,20.08,0,0,0.285,1,1,1503,0
24.92,19,17.62,1.04,0,0,0.248,1,3,816,0
39.86,5,17.87,1.25,1,0,0.323,1,4,1342,0
61.51,8,17.77,5.8,1,0,0.021,0,5,1518,0
23.59,13,25.22,9.12,1,0,0.054,0,1,1877,0
95.95,0,10.98,11.26,0,0,0.146,0,3,984,0
10.57,18,27.12,36.61,1,0,0.059,1,3,1095,0
33.33,16,16.2,11.64,0,0,0.358,1,3,631,0
444.82,20,4.56,13.03,1,0,0.365,0,1,1068,0
41.39,6,30.02,23.22,1,0,0.42,1,3,1150,1
138.83,9,19.0,3.78,1,0,0.067,1,3,828,0
36.29,21,26.06,13.45,1,0,0.581,1,2,241,0
59.19,1,5.16,16.6,0,0,0.557,0,0,720,1
31.29,11,31.34,14.72,0,0,0.406,0,0,30,0
27.93,11,71.6,11.29,0,0,0.196,1,2,843,0
15.19,10,4.76,10.57,0,0,0.148,1,1,355,0
50.92,10,34.6,2.78,1,0,0.251,0,2,1100,0
14.13,17,19.06,6.5,1,0,0.414,0,1,2032,0
64.43,4,16.34,30.17,0,0,0.052,0,2,1368,0
98.03,21,31.6,5.05,0,0,0.211,1,4,541,0
47.78,21,29.12,9.67,1,0,0.519,0,1,1455,0
24.87,4,40.96,9.09,0,1,0.285,1,5,1053,0
52.14,23,5.37,13.46,0,1,0.276,1,2,1213,0
24.32,6,42.09,9.02,0,0,0.232,0,2,806,0
84.4,1,22.0,7.67,1,0,0.271,1,1,1405,0
5.3,9,2.94,19.55,1,0,0.479,0,2,491,0
23.67,19,11.55,11.62,0,0,0.201,0,1,30,0
4.52,20,19.41,10.59,1,0,0.272,0,2,595,0
7.43,15,11.33,5.43,1,0,0.135,1,2,1067,0
129.52,19,14.72,6.68,0,1,0.229,1,1,616,0
81.06,6,9.96,12.04,1,1,0.418,1,1,1312,1
16.13,21,97.74,21.12,1,0,0.16,0,2,999,1
7.37,15,27.45,26.99,1,0,0.101,0,4,645,0
1.71,3,17.55,12.92,1,1,0.385,1,3,927,1
19.23,3,6.33,41.62,1,0,0.166,1,1,30,0
372.57,6,41.04,7.26,0,0,0.21,0,2,1208,0
51.16,1,24.82,7.21,1,0,0.042,1,2,1018,0
18.92,6,7.0,24.49,1,0,0.201,0,1,494,0
52.72,23,7.05,11.02,1,0,0.116,1,1,1380,0
6.95,5,15.02,5.61,1,0,0.385,1,0,659,0
24.6,15,17.69,9.4,1,0,0.643,0,0,979,0
36.58,23,26.97,3.26,1,1,0.205,1,1,721,0
30.38,6,15.86,8.12,0,0,0.092,0,2,30,0
73.03,16,28.7,2.82,0,0,0.566,0,0,733,0
46.74,10,11.34,3.25,1,0,0.345,1,2,30,0
64.61,6,15.9,11.92,1,0,0.691,1,4,919,0
16.64,22,42.13,0.45,0,1,0.156,1,6,938,0
81.27,15,29.68,2.87,0,0,0.383,0,3,1105,0
168.84,10,16.69,4.34,1,0,0.109,0,3,524,0
12.55,19,21.4,6.42,0,1,0.154,1,3,378,0
13.63,21,15.95,15.48,1,1,0.063,0,2,1075,0
125.94,18,4.21,6.2,0,1,0.314,0,2,30,0
27.35,20,52.58,29.35,0,0,0.396,1,1,985,0
134.8,7,7.47,4.98,0,0,0.173,0,2,1470,0
21.27,8,12.11,0.53,1,0,0.401,1,2,676,0
141.89,5,86.53,3.09,1,0,0.256,1,4,1451,1
37.77,16,6.09,11.77,1,0,0.042,1,3,1064,0
42.87,19,15.2,3.24,0,0,0.145,1,3,1532,0
158.34,15,44.12,4.84,1,0,0.17,0,2,1172,0
23.06,14,60.67,24.34,1,0,0.405,1,2,740,0
12.92,18,24.55,30.3,1,1,0.111,1,5,864,0
21.15,4,41.31,1.82,1,0,0.217,1,3,590,1
52.06,8,13.94,7.6,0,0,0.374,1,4,487,0
6.92,16,0.56,11.53,0,0,0.284,1,3,1125,0
62.64,1,38.7,20.27,1,0,0.432,0,3,851,0
19.32,21,16.37,6.13,1,0,0.507,1,3,524,0
104.36,4,12.59,11.45,0,0,0.13,0,1,1478,0
3.02,18,11.64,23.19,1,0,0.431,1,2,1129,0
15.08,14,28.28,9.67,1,0,0.31,0,1,30,0
6.13,20,28.04,0.14,1,0,0.564,0,2,1186,1
14.49,18,16.77,7.52,1,0,0.121,1,2,524,0
42.42,12,23.65,3.98,1,1,0.252,1,3,1407,0
27.68,18,5.96,4.3,0,0,0.184,1,1,1322,0
25.7,8,14.11,4.69,0,1,0.124,0,2,1475,0
28.24,14,6.24,0.42,0,0,0.297,0,3,1232,1
40.58,21,6.03,28.73,0,0,0.161,1,2,1502,0
12.08,2,21.94,21.32,1,0,0.162,1,3,30,1
67.14,8,17.51,32.14,0,0,0.327,0,1,80,0
64.24,0,11.36,44.0,0,0,0.511,1,2,1355,1
48.67,12,13.52,11.09,1,0,0.484,1,2,215,0
57.77,18,23.39,5.53,1,0,0.184,1,0,718,0
44.54,0,28.72,13.99,0,0,0.164,1,2,1338,0
253.43,13,25.33,14.52,0,0,0.296,0,1,2168,0
30.35,9,2.77,5.51,1,1,0.334,1,2,1052,0
24.36,18,1.05,5.35,1,0,0.17,0,1,951,0
15.59,5,8.16,8.64,1,0,0.269,1,0,30,0
11.8,3,1.07,4.94,0,0,0.473,1,3,1095,0
9.54,2,48.32,14.65,1,0,0.281,1,1,885,0
13.62,9,13.14,2.34,1,0,0.232,0,1,1355,0
30.86,11,4.53,17.47,1,0,0.626,1,1,1179,0
46.26,22,13.01,26.44,0,0,0.379,1,2,1380,0
34.85,11,2.02,30.7,1,0,0.338,1,1,358,0
15.4,4,4.64,49.07,1,1,0.104,0,1,1298,0
81.47,16,12.18,14.84,0,0,0.226,1,3,601,0
69.37,1,10.47,1.84,1,0,0.484,1,2,343,1
28.23,8,12.09,10.37,1,0,0.01,1,2,729,0
17.24,15,23.97,41.37,1,0,0.314,0,3,907,0
57.31,6,34.14,29.97,0,0,0.378,1,2,997,0
39.96,14,18.43,7.12,1,0,0.335,0,2,261,1
7.78,10,35.48,0.67,1,1,0.219,1,1,1501,0
30.94,22,10.68,14.2,1,0,0.33,1,0,1303,0
43.04,6,39.04,1.68,0,0,0.444,0,2,1458,0
13.47,21,18.67,13.86,1,0,0.147,1,2,1721,0
40.04,15,32.01,15.32,1,0,0.359,0,0,635,0
7.73,17,10.88,28.85,0,0,0.463,0,0,1596,0
125.99,4,17.99,0.81,0,0,0.34,1,1,648,1
115.35,0,66.33,20.43,0,0,0.345,1,2,1052,0
25.73,17,17.88,8.72,1,0,0.144,0,3,1317,0
47.63,11,33.93,34.86,0,0,0.653,1,1,887,0
2.97,7,37.04,19.35,1,0,0.237,0,2,1296,0
10.42,21,26.84,11.16,0,1,0.062,1,0,499,0
24.69,7,30.49,3.83,1,0,0.479,0,3,932,0
11.33,10,10.91,9.57,1,0,0.05,1,5,1218,0
67.65,17,7.91,24.55,1,0,0.164,1,2,1059,0
244.03,23,6.34,9.63,1,1,0.605,1,1,221,0
10.21,21,23.11,9.34,1,0,0.181,0,2,620,0
14.33,15,17.47,9.8,0,1,0.281,1,5,684,0
41.91,2,21.88,5.54,1,0,0.285,0,3,1080,1
165.86,2,5.3,3.37,0,0,0.42,1,2,1772,0
9.75,16,9.14,4.02,1,0,0.245,0,1,215,0
42.48,12,33.24,10.63,1,0,0.257,1,2,422,0
204.65,3,19.72,21.23,1,1,0.08,1,1,1686,0
6.35,16,18.78,12.0,1,0,0.604,1,4,1369,0
9.2,22,14.02,24.93,0,1,0.541,1,1,994,0
21.68,1,8.38,30.38,1,0,0.156,0,1,1114,0
19.68,19,39.97,43.39,1,0,0.111,0,3,1217,0
74.63,8,44.8,2.01,1,0,0.372,0,0,999,0
42.17,9,18.06,16.28,1,0,0.445,1,1,949,0
5.61,17,15.27,6.55,1,0,0.383,0,1,1575,0
55.45,5,47.13,4.24,0,0,0.376,1,3,87,0
18.59,3,9.39,8.09,1,0,0.163,1,2,1521,0
118.44,23,11.54,32.95,0,0,0.19,1,2,265,0
17.68,8,32.1,24.65,1,0,0.241,1,3,1633,0
17.52,4,11.37,10.74,1,0,0.306,1,3,834,0
56.89,16,17.24,18.56,1,0,0.122,1,2,778,0
71.02,5,1.49,14.46,1,0,0.141,1,1,288,0
51.84,18,45.56,8.11,1,0,0.372,0,1,1349,1
6.14,1,30.14,4.91,1,0,0.213,1,3,1110,0
56.71,12,38.0,9.56,0,0,0.376,1,2,862,0
11.77,9,7.23,19.58,1,0,0.417,1,0,458,0
41.9,22,52.63,35.9,1,0,0.285,1,2,1410,1
7.97,12,15.96,16.43,1,0,0.156,0,2,788,0
51.74,22,40.39,5.95,0,0,0.303,1,1,690,0
14.78,5,22.63,3.61,1,0,0.249,1,4,1511,1
9.18,11,31.17,14.02,1,0,0.145,1,3,1187,1
67.61,19,23.99,0.86,1,0,0.477,1,1,2112,0
42.17,3,11.29,62.38,0,0,0.374,1,2,959,0
17.92,22,3.29,16.16,0,0,0.332,1,1,1981,0
141.34,18,42.64,28.66,1,1,0.269,1,5,1176,0
21.31,16,33.75,23.43,1,0,0.259,1,2,1290,0
34.2,5,42.6,15.93,0,0,0.436,0,2,959,0
43.33,19,4.33,15.07,0,0,0.06,1,2,1205,0
17.82,20,11.86,20.46,1,0,0.317,1,3,1416,0
53.04,7,3.8,7.42,1,1,0.338,1,2,924,0
19.42,14,9.83,10.91,1,0,0.445,1,2,597,0
21.94,1,37.55,21.44,1,0,0.095,1,3,644,0
129.37,9,30.91,2.0,1,1,0.02,1,5,1066,0
11.7,3,27.9,10.57,1,0,0.594,1,5,769,1
2.97,13,11.93,9.43,1,0,0.274,1,3,992,0
165.83,13,0.81,0.77,0,0,0.375,1,1,1255,0
423.83,12,5.05,17.3,1,1,0.173,0,3,1130,1
22.08,16,14.02,12.88,1,0,0.382,1,1,1414,0
4.77,22,6.29,10.55,0,0,0.173,1,0,995,0
24.28,4,34.01,24.83,1,0,0.315,1,3,485,0
24.87,5,53.8,21.71,1,0,0.447,0,1,709,1
27.39,5,22.49,23.09,1,0,0.261,1,1,1174,0
10.88,22,4.27,9.55,1,0,0.171,0,5,1513,0
59.12,2,43.76,7.2,1,0,0.461,1,0,987,0
55.95,0,18.79,12.62,1,0,0.254,0,2,569,0
7.43,3,16.79,15.8,1,0,0.344,0,0,1164,0
66.63,18,26.16,19.18,1,0,0.007,1,3,1662,0
257.93,13,5.28,4.22,0,0,0.412,0,1,1047,0
39.33,22,12.11,14.92,1,0,0.238,0,5,437,0
23.63,4,15.85,27.15,1,1,0.123,1,3,161,0
28.73,9,21.0,4.87,0,0,0.153,1,0,1764,0
61.27,13,22.71,0.7,1,1,0.156,1,5,969,0
5.87,1,26.13,0.2,1,0,0.111,0,3,385,0
39.03,22,10.08,7.12,1,0,0.194,0,1,745,0
22.41,19,2.55,3.38,1,0,0.11,1,1,1921,0
210.15,3,13.9,16.69,0,0,0.056,0,0,1676,0
27.82,20,15.42,14.42,0,0,0.259,0,2,838,0
175.54,10,2.41,1.04,0,0,0.104,1,3,423,0
10.98,8,9.58,26.17,1,0,0.373,0,2,1647,0
59.58,22,19.5,5.35,1,0,0.116,1,2,1383,0
45.58,12,11.01,3.94,1,0,0.275,1,2,961,0
13.89,5,18.88,13.79,1,0,0.238,1,2,30,1
39.54,19,10.58,6.59,0,0,0.555,1,0,985,0
111.33,17,27.61,12.73,1,0,0.295,1,3,1283,0
23.96,4,6.81,9.12,1,0,0.212,0,2,798,0
6.1,16,16.96,28.57,1,0,0.58,1,3,554,0
32.54,15,17.65,12.98,0,0,0.212,1,2,331,0
13.43,6,33.05,8.12,0,0,0.337,0,4,981,0
23.52,10,12.68,10.23,1,0,0.017,0,1,231,0
30.52,20,53.27,24.01,0,0,0.1,0,3,1135,0
6.02,4,51.85,4.28,1,0,0.058,1,3,229,0
6.58,17,7.27,17.46,0,0,0.35,0,2,611,0
53.63,19,16.56,10.77,1,1,0.285,1,2,444,0
19.63,22,4.77,11.09,1,0,0.561,1,0,362,0
2.55,7,24.59,3.4,1,0,0.111,0,4,281,0
72.59,6,10.87,7.17,1,0,0.285,1,0,1558,0
43.48,22,18.58,5.8,0,0,0.073,1,1,836,0
16.22,11,13.59,10.72,0,0,0.025,1,1,261,0
8.87,13,95.28,2.13,1,0,0.147,1,4,1242,0
76.39,12,14.97,0.59,1,1,0.28,1,2,524,0
46.96,12,13.88,6.54,1,0,0.196,1,2,1596,0
358.74,14,34.66,24.39,1,0,0.366,0,2,647,0
50.41,10,38.35,16.16,0,0,0.58,0,1,696,0
48.8,9,20.81,9.73,0,0,0.372,0,3,205,0
28.02,9,39.13,3.69,1,0,0.291,1,3,1595,0
74.95,15,84.59,5.3,0,0,0.073,0,1,435,0
61.87,19,12.98,8.51,1,0,0.094,1,2,641,1
115.78,13,5.4,2.88,0,0,0.305,1,1,366,0
19.66,16,23.15,15.16,0,0,0.108,0,3,337,0
21.43,9,36.51,14.83,1,0,0.312,0,3,1124,0
20.51,18,50.25,6.43,1,0,0.197,0,4,1899,1
73.02,9,26.46,9.01,0,0,0.454,0,2,1253,0
148.17,10,17.31,8.83,1,0,0.193,0,2,30,0
20.93,1,8.36,13.98,0,0,0.581,0,2,1364,0
21.65,6,42.77,4.13,1,0,0.092,0,3,854,0
45.33,17,21.67,58.77,0,0,0.156,0,3,449,0
25.9,2,2.63,2.11,1,0,0.204,1,1,1060,0
85.8,5,66.23,4.2,0,0,0.153,1,1,531,0
3.48,18,5.76,12.25,1,0,0.277,0,2,1705,0
14.49,20,37.01,36.32,1,0,0.555,1,2,1182,0
15.14,9,20.29,5.92,0,0,0.097,0,2,344,0
3.25,9,2.9,3.54,1,0,0.24,0,2,947,0
12.63,12,15.69,7.78,0,0,0.308,1,3,30,0
13.26,18,13.01,17.88,1,0,0.335,0,3,619,1
27.08,11,3.79,18.64,1,1,0.362,1,4,1480,0
100.78,4,24.55,16.1,0,0,0.493,0,1,1637,1
25.92,10,33.27,39.33,0,0,0.055,1,1,635,0
11.81,6,16.61,18.72,0,1,0.046,0,1,935,0
31.28,16,12.71,21.87,1,1,0.692,1,3,993,1
94.55,3,26.0,23.63,1,0,0.338,1,4,1410,0
12.48,14,0.39,3.07,0,0,0.161,1,0,436,0
13.32,3,11.48,8.7,1,0,0.055,0,2,1499,0
57.89,23,12.25,4.29,1,0,0.485,0,3,1056,1
26.53,15,17.06,4.74,1,0,0.372,1,2,1038,0
63.27,3,3.52,7.06,0,0,0.234,0,5,1061,0
32.67,23,1.78,13.69,0,0,0.415,1,2,911,0
66.8,13,6.36,34.99,1,0,0.374,1,0,1464,0
11.76,14,24.25,17.26,0,0,0.594,1,6,462,0
32.72,1,12.07,14.77,1,0,0.097,0,1,385,0
26.82,4,6.31,7.22,0,0,0.334,0,1,678,0
9.82,19,59.19,37.73,1,1,0.419,1,2,1915,1
6.93,11,12.7,1.91,1,0,0.248,1,3,1628,0
65.74,14,17.15,19.12,0,0,0.316,0,0,580,0
23.31,23,42.3,11.46,0,0,0.434,1,1,788,0
11.91,10,19.24,23.82,1,0,0.762,0,3,618,0
30.08,9,25.8,10.33,1,0,0.294,0,0,1059,0
102.31,19,7.96,29.08,0,0,0.331,0,4,721,0
3.38,1,17.92,3.68,1,0,0.304,1,1,629,0
7.41,10,54.0,0.13,0,0,0.696,1,2,777,0
13.16,20,23.34,2.12,0,0,0.473,1,1,1006,0
142.76,5,20.78,7.4,1,0,0.261,0,4,1575,0
43.93,7,13.82,13.75,1,0,0.134,1,2,689,0
71.33,11,4.7,5.21,1,0,0.367,1,2,1000,0
10.59,1,39.07,11.52,0,0,0.195,0,0,1384,0
10.81,1,16.05,16.25,0,0,0.178,1,1,488,0
51.82,6,9.1,3.97,1,0,0.29,0,3,988,0
35.1,21,4.15,4.11,0,0,0.451,1,4,1255,0
57.33,5,21.64,1.57,0,0,0.025,0,2,1218,0
27.45,17,5.56,29.08,0,0,0.177,1,3,1650,0
43.73,10,39.32,29.63,1,0,0.274,0,3,1162,0
38.79,18,9.62,11.42,0,0,0.123,0,1,927,0
72.08,7,18.24,2.39,1,0,0.332,1,4,1112,0
74.22,20,22.98,33.7,1,0,0.119,1,3,801,0
6.55,8,20.96,4.12,0,0,0.363,0,4,1487,0
3.5,18,33.36,1.68,1,0,0.392,1,0,860,0
90.17,19,10.47,3.99,1,0,0.584,1,6,816,0
108.61,10,17.25,3.44,1,0,0.202,1,4,527,0
11.93,16,26.89,2.54,1,1,0.138,1,1,678,0
5.16,2,50.38,5.13,1,0,0.19,1,2,1179,0
36.56,11,31.62,10.61,0,0,0.561,0,1,254,0
84.0,8,36.09,18.93,1,0,0.369,1,1,700,0
199.86,22,12.98,7.92,1,0,0.359,1,1,704,0
55.5,22,23.33,7.97,0,0,0.041,1,2,1212,0
22.83,18,45.29,7.73,0,0,0.397,1,0,1334,0
13.56,22,16.54,1.68,1,0,0.437,0,4,1639,0
33.5,23,23.44,18.52,0,0,0.269,1,2,548,0
24.55,18,3.11,23.97,0,0,0.615,1,1,1292,0
12.0,14,28.89,32.47,0,0,0.292,0,4,1032,0
256.92,4,20.61,6.78,1,0,0.267,1,3,868,0
197.39,19,27.46,30.98,0,0,0.22,1,1,1265,0
103.14,4,13.26,20.51,0,0,0.311,1,3,235,0
13.19,4,2.26,2.74,1,1,0.273,0,1,635,0
77.87,21,29.92,4.13,0,0,0.231,0,5,357,0
62.78,2,9.03,10.82,1,0,0.556,1,1,1551,0
51.55,3,3.55,7.97,1,0,0.498,0,1,1339,0
115.55,12,19.5,2.15,1,0,0.55,0,3,363,0
62.51,14,55.01,10.75,1,0,0.3,0,1,229,0
69.41,1,7.78,11.0,1,0,0.066,0,1,1199,0
62.61,9,9.38,20.31,0,0,0.567,1,3,467,0
46.56,5,31.05,5.68,1,0,0.089,1,0,1232,0
5.56,7,14.35,4.28,1,0,0.422,1,1,1795,1
36.0,4,29.84,1.53,0,0,0.121,0,1,469,0
18.99,16,13.7,12.63,0,0,0.535,0,1,1201,0
9.21,11,11.86,11.34,0,0,0.293,1,0,783,0
178.01,23,8.16,35.88,0,0,0.233,1,2,1694,0
186.61,0,22.07,19.19,0,0,0.11,1,0,125,0
128.92,18,8.11,5.72,0,0,0.305,0,4,237,0
42.74,21,11.23,10.1,1,0,0.295,1,1,988,0
127.82,11,38.87,2.08,1,0,0.135,1,2,1613,0
33.52,16,71.85,6.73,0,0,0.369,1,1,767,0
40.56,10,24.29,11.79,1,0,0.316,1,1,512,0
11.1,14,39.96,37.19,1,0,0.407,0,1,42,0
49.25,21,12.47,3.4,1,0,0.266,0,1,1121,0
35.18,12,13.98,28.36,1,0,0.315,0,1,212,0
9.0,13,20.23,12.5,1,0,0.345,0,2,1975,1
31.46,23,9.15,18.83,0,0,0.099,1,3,965,0
30.58,11,11.72,9.76,0,0,0.326,0,2,930,0
199.85,4,29.09,4.72,1,0,0.384,0,4,748,0
80.98,16,17.58,27.17,1,1,0.466,0,0,470,0
33.5,16,15.26,6.23,1,1,0.223,0,0,794,0
42.47,5,14.64,17.96,1,0,0.388,1,1,1143,0
34.61,17,6.41,2.33,1,0,0.57,0,3,1375,1
27.03,1,19.64,3.16,0,0,0.084,1,3,891,0
11.22,7,9.16,0.71,1,1,0.259,1,1,818,0
28.47,20,3.07,8.76,0,0,0.258,1,1,961,0
15.7,14,5.51,12.51,1,0,0.14,0,2,520,0
9.48,14,14.88,10.08,0,0,0.277,1,3,1747,0
55.21,14,27.33,1.5,1,0,0.392,0,3,599,0
48.97,3,32.88,3.23,0,0,0.178,0,1,541,0
5.55,23,4.2,18.58,0,0,0.39,0,2,1186,0
29.29,7,25.3,5.57,0,1,0.398,1,1,697,0
89.63,18,57.36,10.55,0,0,0.509,1,4,1668,0
95.51,23,34.11,5.15,1,0,0.256,1,1,1130,0
92.37,5,19.04,16.83,1,1,0.632,1,2,423,0
34.43,15,20.31,5.21,0,0,0.091,0,0,1394,0
14.22,1,18.6,8.07,0,0,0.289,1,0,882,0
11.2,15,10.97,22.69,1,0,0.182,0,3,1618,0
46.74,10,35.32,10.28,1,0,0.459,1,1,535,0
48.39,1,6.98,3.7,1,0,0.029,1,1,1048,0
119.98,16,19.85,14.63,1,1,0.479,0,1,1314,0
99.48,23,37.69,1.49,1,1,0.196,0,2,404,1
29.01,1,19.21,3.52,0,0,0.173,0,1,1690,0
9.54,21,3.85,1.69,1,0,0.601,0,1,923,0
24.07,20,47.03,17.2,1,0,0.524,1,2,1063,0
41.15,13,15.84,13.73,1,0,0.14,1,2,30,0
27.06,21,4.91,15.69,1,0,0.364,0,0,356,0
18.58,7,60.95,11.98,0,0,0.144,1,1,426,0
42.64,17,13.73,26.75,1,0,0.261,0,1,1539,0
20.01,16,8.29,11.72,0,0,0.282,1,0,30,0
17.67,13,20.63,5.49,1,0,0.233,1,2,476,0
45.22,20,5.55,3.88,0,0,0.173,1,4,949,0
22.15,21,10.97,11.57,1,1,0.596,0,0,1146,1
42.27,18,43.17,25.03,0,1,0.287,1,2,1316,0
43.52,14,14.02,2.24,0,0,0.293,0,3,1103,0
10.6,23,24.18,15.35,1,0,0.263,1,2,649,0
20.47,13,44.56,8.06,1,0,0.141,0,2,385,0
139.46,15,13.64,22.1,0,0,0.281,1,4,1689,0
10.36,4,7.95,1.21,1,0,0.11,1,2,1286,0
3.99,7,27.71,35.99,1,0,0.432,0,1,858,0
5.15,21,4.7,7.96,1,1,0.185,1,3,567,0
34.09,11,7.12,0.88,0,0,0.575,1,3,859,0
34.16,12,3.73,2.17,1,0,0.272,1,2,764,0
29.44,19,42.3,39.89,0,0,0.216,0,1,718,0
111.52,7,18.06,15.29,0,0,0.126,1,4,521,0
2.29,6,28.51,7.11,0,0,0.326,0,1,1384,0
49.2,0,7.6,46.84,1,0,0.498,1,3,625,1
157.82,5,23.45,11.29,1,0,0.236,0,2,702,0
10.72,12,24.08,21.03,1,0,0.76,1,0,1376,0
22.65,17,60.73,3.17,1,0,0.137,1,4,1060,0
15.6,7,26.69,6.83,1,0,0.054,1,1,1651,0
13.54,10,32.83,11.12,1,0,0.087,0,1,30,0
23.9,5,19.23,6.01,0,0,0.558,0,0,872,0
138.03,19,0.53,26.49,0,0,0.677,1,5,915,0
207.97,12,21.85,14.91,1,0,0.26,0,3,1150,0
23.67,3,14.79,2.16,1,1,0.525,1,5,817,1
222.53,14,14.19,7.57,0,0,0.307,0,4,1027,0
34.31,8,11.42,3.99,1,0,0.622,0,2,1320,1
191.27,20,14.19,15.22,1,0,0.602,1,2,541,0
30.17,6,9.56,5.98,0,0,0.312,1,1,1322,0
37.75,20,30.56,0.88,0,0,0.14,0,2,573,0
47.73,16,6.49,13.12,0,0,0.692,0,2,971,0
795.41,3,55.24,5.64,0,0,0.326,1,2,71,0
77.58,18,28.65,29.58,0,0,0.447,1,0,224,0
16.33,17,36.7,2.63,0,0,0.043,1,2,556,0
87.27,10,6.99,4.29,1,0,0.159,0,2,205,0
23.06,3,10.72,7.22,1,0,0.128,1,5,774,0
20.29,11,18.63,13.77,1,0,0.028,1,0,1452,0
82.15,14,17.2,22.65,0,0,0.169,1,2,807,0
34.16,3,28.71,6.83,1,0,0.092,0,2,1001,0
43.75,8,17.25,11.43,0,0,0.239,1,3,1895,0
33.58,16,57.32,1.36,1,0,0.597,1,4,1019,0
46.37,13,7.13,4.35,0,0,0.101,1,2,925,0
50.65,23,5.74,6.15,1,0,0.181,1,4,418,0
4.77,5,10.25,7.2,1,0,0.122,0,1,1044,0
64.49,18,14.21,16.72,1,1,0.148,1,2,1327,0
12.4,10,39.05,41.65,1,1,0.052,1,4,572,0
7.83,5,22.95,4.64,1,1,0.288,0,2,1025,0
31.24,22,0.91,15.16,1,0,0.336,1,2,277,0
36.02,14,15.35,26.39,0,0,0.498,1,3,1078,0
16.55,12,11.82,25.35,1,0,0.114,1,2,734,0
76.02,7,15.74,3.4,0,0,0.341,1,4,1131,0
8.65,21,14.22,24.19,1,0,0.074,1,5,30,0
22.04,0,51.55,2.29,1,0,0.284,0,1,882,1
18.45,2,34.87,2.22,0,0,0.154,1,3,1297,0
31.61,4,10.75,10.02,0,0,0.089,0,4,1143,0
43.77,15,16.99,6.1,1,1,0.086,1,4,794,0
12.09,2,13.24,31.45,1,0,0.067,1,0,30,0
68.33,19,1.65,0.83,1,0,0.582,0,1,1567,0
35.27,4,11.21,10.15,0,0,0.347,0,5,382,1
4.99,16,11.35,21.35,0,0,0.034,1,1,1398,0
4.67,19,9.2,0.71,0,0,0.253,1,1,495,0
32.71,21,10.92,6.51,1,0,0.217,1,0,377,0
26.55,7,13.46,20.87,1,0,0.215,1,3,812,0
29.86,1,24.42,9.24,1,0,0.463,1,1,117,0
32.2,18,9.91,9.24,0,0,0.309,1,4,277,0
41.49,10,43.3,22.71,0,0,0.103,1,1,1461,0
85.43,22,7.05,14.2,1,0,0.205,1,2,1333,0
10.9,4,38.13,4.43,1,1,0.133,0,1,427,0
10.26,13,21.5,35.81,0,0,0.614,0,0,604,0
11.1,2,5.22,7.95,1,0,0.139,1,2,30,0
44.21,11,13.17,2.1,0,0,0.294,0,3,685,0
115.0,0,52.93,9.7,0,0,0.788,0,3,605,1
21.51,18,53.99,8.66,0,0,0.174,0,1,1638,0
2.71,14,24.95,13.76,0,0,0.264,1,3,949,0
6.03,2,21.79,15.88,1,0,0.253,0,1,949,0
14.4,11,23.85,1.48,1,1,0.158,1,4,1107,0
18.96,10,12.88,7.3,0,0,0.386,1,1,633,0
22.01,16,7.5,14.28,1,0,0.218,0,2,1218,1
34.42,11,17.63,9.39,1,0,0.678,0,1,1144,0
24.25,11,22.41,5.57,0,0,0.283,1,5,1011,0
94.57,19,25.83,18.2,1,0,0.143,1,0,1115,0
16.84,12,25.06,18.08,0,0,0.295,0,2,1923,0
13.98,19,30.09,8.64,0,0,0.072,0,4,30,0
53.46,21,68.76,0.22,1,0,0.499,1,3,302,1
7.13,20,20.95,4.66,1,0,0.188,1,2,667,0
48.9,22,41.7,26.41,1,0,0.247,0,1,1332,0
36.69,16,26.55,6.62,1,0,0.421,1,3,918,0
28.58,13,73.83,34.63,1,0,0.319,1,1,1247,0
162.11,12,18.62,3.59,0,0,0.272,1,1,830,0
17.77,4,17.01,2.36,0,0,0.267,1,1,539,0
259.9,19,39.84,31.26,1,0,0.123,0,1,1234,1
26.43,16,39.87,1.89,1,0,0.643,0,1,723,0
9.23,20,13.81,6.34,1,0,0.338,1,4,1432,0
35.51,16,25.83,7.39,1,1,0.118,1,4,289,0
11.29,11,30.32,3.47,0,0,0.203,1,1,1592,0
15.62,7,29.07,20.01,1,0,0.571,1,3,1313,1
49.26,23,23.88,7.93,0,0,0.461,1,1,781,0
